DATE,AQI,PM2.5,PM10,SO2,NO2,CO2,O3
04-01-2017,393,344,452,18,145,7.28,8
05-01-2017,276,224,275,15,109,5.55,5
06-01-2017,245,194,190,23,104,4.28,7
07-01-2017,211,165,128,17,80,3.22,6
08-01-2017,54,36,22,9,33,0.97,42
09-01-2017,49,32,44,6,36,0.76,38
10-01-2017,44,23,40,6,32,0.64,45
11-01-2017,77,56,81,18,70,1.54,14
12-01-2017,59,39,57,11,46,0.88,38
13-01-2017,30,7,20,4,19,0.38,60
14-01-2017,35,18,37,10,41,0.8,32
15-01-2017,72,51,69,10,48,0.99,18
16-01-2017,123,92,107,17,65,1.71,4
17-01-2017,176,132,144,20,71,2.11,10
18-01-2017,53,37,50,9,48,0.83,26
19-01-2017,85,45,88,13,36,1.17,39
20-01-2017,40,21,34,7,31,0.69,48
21-01-2017,53,25,49,9,28,0.78,48
22-01-2017,36,23,34,10,38,0.79,37
23-01-2017,46,32,44,12,45,0.98,29
24-01-2017,114,85,100,27,73,2.04,15
25-01-2017,221,171,186,38,91,3.22,14
26-01-2017,203,159,196,25,62,2.66,33
27-01-2017,85,60,88,20,28,0.72,59
28-01-2017,364,337,419,81,69,2.62,16
29-01-2017,80,39,75,10,16,0.72,61
30-01-2017,47,24,31,9,19,0.56,62
31-01-2017,102,75,86,27,40,1.26,45
01-12-2016,47,27,46,7,42,0.74,37
02-12-2016,123,92,116,18,81,1.98,8
03-12-2016,232,191,232,23,107,3.2,5
04-12-2016,291,246,301,17,102,3.57,9
05-12-2016,78,49,79,7,40,1.07,31
06-12-2016,103,75,115,19,85,2.11,7
07-12-2016,159,120,159,21,94,2.56,8
08-12-2016,132,91,125,10,54,1.79,34
09-12-2016,37,21,36,8,38,0.7,32
10-12-2016,67,46,70,14,62,1.39,11
11-12-2016,204,159,193,31,97,3.21,5
12-12-2016,270,219,242,38,101,2.92,6
13-12-2016,78,56,60,9,50,1.25,26
14-12-2016,40,24,38,9,42,0.74,32
15-12-2016,51,25,51,9,40,0.85,31
16-12-2016,135,101,134,20,87,2.07,8
17-12-2016,229,184,211,30,102,3.14,5
18-12-2016,270,219,245,24,100,3.42,7
19-12-2016,265,214,247,22,107,3.88,7
20-12-2016,409,365,422,8,133,7.67,4
21-12-2016,429,393,429,10,152,7.97,4
22-12-2016,151,93,170,6,45,1.95,39
23-12-2016,47,31,42,7,43,0.74,26
24-12-2016,155,117,143,24,86,2.57,6
25-12-2016,191,145,167,27,94,2.81,4
26-12-2016,64,45,54,15,47,1.01,31
27-12-2016,54,35,53,8,41,0.81,31
28-12-2016,85,57,74,9,37,0.97,29
29-12-2016,75,54,79,11,49,1.02,19
30-12-2016,249,201,245,19,96,3.17,4
31-12-2016,329,280,329,21,127,4.4,4
01-11-2016,62,40,67,7,51,0.69,17
02-11-2016,132,99,139,9,76,1.36,12
03-11-2016,227,182,225,8,100,2.37,7
04-11-2016,293,242,283,5,116,3.33,6
05-11-2016,229,179,205,4,95,3.16,18
06-11-2016,96,71,91,8,53,1.17,24
07-11-2016,57,39,50,3,38,0.8,26
08-11-2016,55,34,59,6,48,0.8,17
09-11-2016,190,148,183,12,81,2.42,3
10-11-2016,170,130,155,6,62,1.31,13
11-11-2016,104,77,117,6,60,1.55,8
12-11-2016,99,74,122,9,64,1.5,11
13-11-2016,125,93,149,10,69,2.13,3
14-11-2016,78,42,80,3,34,0.94,37
15-11-2016,88,62,110,16,71,1.87,13
16-11-2016,129,97,142,14,79,2.19,7
17-11-2016,151,114,159,21,70,2.56,3
18-11-2016,239,188,279,19,85,3.75,2
19-11-2016,162,123,151,8,62,1.85,20
20-11-2016,73,52,59,3,41,1.14,9
21-11-2016,26,9,14,2,13,0.36,54
22-11-2016,28,7,20,3,18,0.39,47
23-11-2016,33,17,31,7,31,0.55,32
24-11-2016,94,67,93,16,64,1.33,13
25-11-2016,195,153,194,22,93,2.55,4
26-11-2016,306,254,356,21,112,3.35,7
27-11-2016,79,56,94,6,44,0.97,34
28-11-2016,81,58,95,16,73,1.57,8
29-11-2016,128,96,142,25,79,2.57,3
30-11-2016,123,89,127,14,65,2.15,22
01-10-2016,214,165,195,9,81,1.33,57
02-10-2016,234,183,191,5,69,1.37,66
03-10-2016,160,120,145,2,56,1.12,57
04-10-2016,56,33,53,3,33,1.05,21
05-10-2016,76,55,63,2,38,1.18,23
06-10-2016,97,72,86,3,46,1.62,5
07-10-2016,56,39,12,2,41,1.61,9
08-10-2016,29,11,22,2,22,0.41,41
09-10-2016,55,31,59,3,49,0.68,14
10-10-2016,117,87,116,8,73,1.12,13
11-10-2016,154,116,129,6,63,1.4,26
12-10-2016,103,77,98,5,60,1.17,21
13-10-2016,193,150,173,4,70,1.48,33
14-10-2016,292,241,284,5,88,1.95,29
15-10-2016,241,190,218,3,83,1.91,3
16-10-2016,158,119,29,2,58,1.05,20
17-10-2016,83,59,78,2,49,0.85,26
18-10-2016,154,117,153,5,69,1.73,6
19-10-2016,276,225,244,4,78,2.21,16
20-10-2016,126,94,94,6,51,1.45,13
21-10-2016,60,42,20,2,37,0.81,18
22-10-2016,24,14,13,2,27,0.55,19
23-10-2016,45,26,46,2,40,0.59,17
24-10-2016,88,60,106,2,55,1.09,3
25-10-2016,128,96,131,2,70,1.42,4
26-10-2016,76,43,80,2,47,0.79,21
27-10-2016,52,30,52,4,48,1,6
28-10-2016,28,10,22,2,27,0.39,31
29-10-2016,51,23,56,4,44,0.54,19
30-10-2016,66,43,80,5,42,0.75,23
31-10-2016,29,8,22,2,16,0.3,45
01-09-2016,33,7,30,2,28,0.33,45
02-09-2016,33,11,32,2,30,0.39,25
03-09-2016,42,18,39,2,31,0.43,64
04-09-2016,112,80,102,4,43,1.04,91
05-09-2016,49,27,38,2,29,0.51,72
06-09-2016,38,17,36,3,37,0.5,37
07-09-2016,73,41,63,5,37,0.68,87
08-09-2016,41,20,40,2,41,0.57,48
09-09-2016,40,17,38,2,39,0.5,37
10-09-2016,38,15,39,2,39,0.46,46
11-09-2016,53,32,44,2,28,0.77,77
12-09-2016,47,31,43,2,32,0.74,64
13-09-2016,115,86,93,2,49,1.01,64
14-09-2016,136,101,112,3,46,1.04,76
15-09-2016,96,69,82,3,40,0.83,88
16-09-2016,183,133,144,3,36,1.15,99
17-09-2016,61,41,43,2,34,0.77,37
18-09-2016,32,22,14,2,27,0.57,16
19-09-2016,27,10,20,2,31,0.41,33
20-09-2016,39,18,36,2,40,0.51,45
21-09-2016,89,63,95,4,73,0.95,21
22-09-2016,132,99,122,6,53,1.04,53
23-09-2016,160,121,63,2,42,1.11,97
24-09-2016,147,111,129,3,49,1.06,90
25-09-2016,210,162,153,3,48,1.5,68
26-09-2016,80,58,57,2,41,1.15,46
27-09-2016,44,24,32,2,23,0.61,41
28-09-2016,30,13,29,2,32,0.38,33
29-09-2016,76,51,80,4,55,0.63,44
30-09-2016,128,97,130,6,70,0.9,67
01-08-2016,90,66,68,2,27,1.18,94
02-08-2016,85,49,43,2,28,1,91
03-08-2016,101,53,67,2,30,0.89,120
04-08-2016,135,99,104,2,31,1.4,131
05-08-2016,90,64,74,2,26,0.84,92
06-08-2016,133,99,116,2,31,0.96,95
07-08-2016,43,18,20,2,16,0.62,83
08-08-2016,62,30,42,2,23,0.77,88
09-08-2016,84,44,64,5,35,1.14,107
10-08-2016,109,82,93,2,25,0.94,98
11-08-2016,114,85,101,2,25,0.95,90
12-08-2016,84,59,72,2,34,0.85,44
13-08-2016,36,21,34,2,37,0.67,22
14-08-2016,50,18,42,2,34,0.6,79
15-08-2016,42,20,35,2,27,0.6,63
16-08-2016,53,22,37,2,29,0.58,77
17-08-2016,82,59,74,2,53,0.95,30
18-08-2016,99,74,3,2,38,1.6,29
19-08-2016,39,17,23,2,22,0.9,71
20-08-2016,89,52,64,2,34,1.03,99
21-08-2016,107,51,71,2,37,0.92,126
22-08-2016,88,51,70,3,30,0.93,108
23-08-2016,93,69,89,5,38,0.9,81
24-08-2016,106,79,96,3,45,1.03,83
25-08-2016,43,19,27,2,23,0.42,56
26-08-2016,31,9,23,2,28,0.37,52
27-08-2016,39,14,36,2,36,0.44,40
28-08-2016,34,10,28,2,31,0.31,53
29-08-2016,48,17,43,2,40,0.46,61
30-08-2016,70,28,62,2,44,0.59,92
31-08-2016,41,16,37,2,37,0.43,54
01-07-2016,48,12,26,2,21,0.38,87
02-07-2016,90,43,59,2,35,0.64,102
03-07-2016,108,77,103,7,42,0.93,114
04-07-2016,178,130,123,4,31,1.23,124
05-07-2016,134,92,90,4,27,0.98,132
06-07-2016,124,74,96,4,33,0.91,142
07-07-2016,151,109,124,7,31,1.23,152
08-07-2016,126,91,105,5,32,1.19,111
09-07-2016,114,80,85,3,31,0.79,112
10-07-2016,139,92,95,3,27,0.81,121
11-07-2016,119,87,100,6,27,0.71,118
12-07-2016,56,31,43,3,27,0.58,67
13-07-2016,56,18,35,2,29,0.51,92
14-07-2016,62,34,61,3,40,0.81,89
15-07-2016,50,34,28,2,27,0.68,66
16-07-2016,51,35,41,2,35,0.73,52
17-07-2016,107,75,85,2,40,1.1,111
18-07-2016,141,106,120,3,49,1.25,85
19-07-2016,125,93,58,2,43,1.22,41
20-07-2016,57,35,3,2,17,0.73,49
21-07-2016,38,23,28,2,24,0.81,38
22-07-2016,103,75,47,2,28,1.05,86
23-07-2016,163,120,108,2,33,1.18,95
24-07-2016,90,63,67,2,29,0.88,92
25-07-2016,66,42,49,2,28,0.8,62
26-07-2016,46,17,33,2,20,0.57,89
27-07-2016,97,46,69,2,32,0.74,119
28-07-2016,77,47,59,2,27,0.67,112
29-07-2016,163,123,135,2,27,1.36,145
30-07-2016,199,132,209,2,29,1.6,71
31-07-2016,73,53,42,2,28,1.01,71
01-06-2016,71,34,70,4,38,0.64,92
02-06-2016,106,51,85,7,48,0.73,124
03-06-2016,114,79,121,19,59,1.17,128
04-06-2016,138,87,122,15,36,0.87,155
05-06-2016,120,73,105,12,37,0.85,134
06-06-2016,127,84,104,6,32,0.87,140
07-06-2016,87,57,69,2,25,0.82,106
08-06-2016,160,122,97,2,34,1.18,125
09-06-2016,163,100,84,5,31,0.99,143
10-06-2016,94,51,39,2,18,0.65,120
11-06-2016,42,9,22,2,19,0.34,78
12-06-2016,116,67,75,6,33,0.99,120
13-06-2016,66,44,32,2,27,0.6,86
14-06-2016,54,34,17,2,23,0.59,73
15-06-2016,49,17,31,2,27,0.49,92
16-06-2016,61,24,51,2,43,0.53,73
17-06-2016,52,22,54,2,41,0.51,56
18-06-2016,87,38,69,3,43,0.66,104
19-06-2016,112,57,86,3,37,0.72,134
20-06-2016,145,88,107,4,27,0.99,157
21-06-2016,135,84,96,2,29,0.86,139
22-06-2016,94,54,72,2,30,0.71,133
23-06-2016,108,76,103,5,34,1.05,106
24-06-2016,38,13,29,2,28,0.58,61
25-06-2016,41,16,32,2,26,0.35,78
26-06-2016,88,39,74,4,39,0.5,113
27-06-2016,83,58,88,6,38,0.68,111
28-06-2016,94,69,30,2,31,0.68,68
29-06-2016,145,110,24,2,32,0.87,87
30-06-2016,100,60,40,2,31,0.7,104
01-05-2016,242,192,179,23,42,2.25,147
02-05-2016,80,50,99,2,18,0.49,69
03-05-2016,56,24,64,2,25,0.41,60
04-05-2016,53,28,57,3,46,0.52,61
05-05-2016,95,54,117,13,44,0.94,79
06-05-2016,130,64,197,2,11,0.22,83
07-05-2016,49,20,43,2,24,0.27,83
08-05-2016,90,59,107,14,44,0.73,82
09-05-2016,58,34,62,4,35,0.51,55
10-05-2016,62,39,64,3,34,0.53,88
11-05-2016,191,145,171,11,34,1.08,124
12-05-2016,67,37,37,3,25,0.5,66
13-05-2016,58,31,59,5,40,0.58,63
14-05-2016,58,37,32,2,34,0.53,62
15-05-2016,56,33,22,2,33,0.5,41
16-05-2016,55,22,53,2,41,0.47,60
17-05-2016,103,54,101,9,48,0.59,117
18-05-2016,103,58,98,7,33,0.52,131
19-05-2016,139,83,109,13,36,0.74,164
20-05-2016,142,87,111,18,45,1.05,149
21-05-2016,122,67,86,16,42,0.83,130
22-05-2016,100,45,82,6,40,0.62,139
23-05-2016,107,78,116,18,51,1.09,107
24-05-2016,54,19,41,2,21,0.34,99
25-05-2016,58,13,35,4,24,0.32,96
26-05-2016,59,21,57,2,28,0.32,82
27-05-2016,84,46,104,11,47,0.62,99
28-05-2016,96,47,86,9,36,0.66,121
29-05-2016,66,31,66,4,27,0.44,103
30-05-2016,127,79,145,14,48,1.06,148
31-05-2016,95,49,115,10,34,0.87,83
01-04-2016,106,39,142,5,25,0.46,65
02-04-2016,37,7,27,2,15,0.27,72
03-04-2016,47,17,50,2,23,0.31,69
04-04-2016,96,70,109,10,46,0.58,68
05-04-2016,149,112,152,17,49,0.97,80
06-04-2016,175,136,171,30,67,1.97,53
07-04-2016,133,86,139,4,43,1.07,55
08-04-2016,67,21,83,4,28,0.34,72
09-04-2016,167,72,244,10,53,0.7,48
10-04-2016,123,52,193,12,40,0.78,58
11-04-2016,76,39,100,8,39,0.58,60
12-04-2016,102,76,76,5,56,0.76,36
13-04-2016,161,118,148,6,62,0.94,51
14-04-2016,74,30,96,2,24,0.33,81
15-04-2016,81,55,97,15,57,1,47
16-04-2016,64,32,78,2,19,0.34,60
17-04-2016,43,14,33,2,14,0.28,81
18-04-2016,43,17,32,2,20,0.3,76
19-04-2016,97,70,99,18,63,1.29,30
20-04-2016,91,66,85,7,40,0.85,73
21-04-2016,142,96,159,6,57,0.93,67
22-04-2016,80,33,108,2,19,0.24,87
23-04-2016,50,21,54,2,27,0.31,68
24-04-2016,117,84,146,20,52,0.88,70
25-04-2016,121,90,143,13,33,0.73,107
26-04-2016,103,76,127,24,42,1.36,96
27-04-2016,118,88,107,9,59,1.07,63
28-04-2016,121,83,89,6,48,0.97,92
29-04-2016,157,119,149,15,59,1.29,94
30-04-2016,209,159,181,9,60,1.42,129
01-03-2016,150,114,126,28,79,1.87,23
02-03-2016,206,159,175,30,103,2.46,27
03-03-2016,321,271,281,44,114,3.38,23
04-03-2016,376,326,277,46,113,4.38,11
05-03-2016,207,59,306,2,19,0.38,66
06-03-2016,114,69,177,24,64,1.45,19
07-03-2016,67,32,84,9,28,0.82,55
08-03-2016,35,9,25,2,13,0.35,67
09-03-2016,33,9,22,3,14,0.35,62
10-03-2016,46,10,47,3,15,0.35,64
11-03-2016,47,21,49,6,31,0.56,52
12-03-2016,140,106,134,37,78,1.74,20
13-03-2016,54,29,46,8,31,0.64,64
14-03-2016,99,73,111,19,61,1.23,36
15-03-2016,176,135,189,44,76,1.54,25
16-03-2016,295,244,274,37,88,2.19,51
17-03-2016,338,287,291,30,99,2.25,49
18-03-2016,220,181,132,12,64,1.51,60
19-03-2016,91,61,111,15,41,1.01,55
20-03-2016,86,62,103,9,58,0.98,42
21-03-2016,157,119,174,18,76,1.22,56
22-03-2016,155,107,202,24,73,1.39,34
23-03-2016,44,16,39,3,24,0.49,64
24-03-2016,34,11,23,2,27,0.41,60
25-03-2016,38,15,31,3,32,0.44,59
26-03-2016,36,11,29,3,25,0.39,64
27-03-2016,41,14,40,4,32,0.38,57
28-03-2016,139,69,188,15,65,0.8,38
29-03-2016,61,17,69,4,28,0.39,68
30-03-2016,55,26,68,7,37,0.54,61
31-03-2016,199,150,240,33,72,1.45,62
01-02-2016,27,12,22,8,28,0.56,48
02-02-2016,38,26,31,14,43,0.85,39
03-02-2016,50,34,44,18,52,1.16,29
04-02-2016,31,12,23,7,21,0.47,61
05-02-2016,38,9,30,5,14,0.36,67
06-02-2016,45,27,38,11,30,0.71,51
07-02-2016,66,40,68,18,34,0.9,45
08-02-2016,198,190,250,53,35,1.01,44
09-02-2016,56,40,48,18,37,1.05,46
10-02-2016,122,92,94,45,61,2.4,26
11-02-2016,206,156,166,43,68,3.14,11
12-02-2016,192,147,99,18,54,2.2,24
13-02-2016,29,9,8,4,12,0.34,60
14-02-2016,34,6,14,3,10,0.35,66
15-02-2016,44,6,45,3,12,0.32,64
16-02-2016,39,7,37,4,15,0.31,63
17-02-2016,59,41,46,14,43,1,39
18-02-2016,41,14,31,5,21,0.42,66
19-02-2016,38,14,31,5,24,0.5,55
20-02-2016,36,14,21,5,18,0.42,61
21-02-2016,101,75,95,23,52,1.39,28
22-02-2016,104,71,90,16,41,1.15,43
23-02-2016,36,10,19,4,14,0.35,68
24-02-2016,49,25,44,8,32,0.74,44
25-02-2016,43,24,43,9,33,0.72,44
26-02-2016,54,34,55,12,36,0.74,49
27-02-2016,33,20,30,8,33,0.58,51
28-02-2016,56,29,48,7,31,0.74,49
29-02-2016,50,32,42,10,38,0.68,47
01-01-2016,212,167,185,32,102,3.37,7
02-01-2016,303,253,272,34,120,4.54,9
03-01-2016,302,256,299,19,86,3.78,11
04-01-2016,62,42,24,5,32,1.03,45
05-01-2016,46,29,40,9,33,0.8,33
06-01-2016,45,25,47,10,34,0.93,32
07-01-2016,24,11,20,6,25,0.52,42
08-01-2016,46,29,43,11,37,0.92,34
09-01-2016,95,69,91,21,69,1.77,12
10-01-2016,73,49,78,20,55,1.52,22
11-01-2016,26,10,22,5,22,0.54,50
12-01-2016,29,12,27,7,27,0.63,44
13-01-2016,43,23,43,12,44,0.9,33
14-01-2016,89,65,89,24,66,1.81,21
15-01-2016,123,93,119,32,80,2.48,12
16-01-2016,166,126,145,44,71,2.56,8
17-01-2016,62,41,42,9,29,0.89,47
18-01-2016,42,9,42,3,15,0.51,54
19-01-2016,80,56,82,20,58,1.55,18
20-01-2016,149,112,136,52,76,3.33,6
21-01-2016,175,132,148,28,68,2.78,6
22-01-2016,45,17,35,4,16,0.64,55
23-01-2016,42,8,41,3,11,0.57,56
24-01-2016,52,11,54,5,20,0.58,49
25-01-2016,47,26,46,15,39,0.79,36
26-01-2016,56,30,55,16,33,0.74,41
27-01-2016,122,91,100,35,73,2.03,13
28-01-2016,157,119,128,43,77,2.32,17
29-01-2016,89,65,84,35,55,1.83,16
30-01-2016,67,48,58,20,46,1.26,25
31-01-2016,33,16,27,8,26,0.58,50
01-12-2015,478,476,461,35,136,8.11,5
02-12-2015,36,18,16,3,17,0.5,43
03-12-2015,25,9,22,4,13,0.37,41
04-12-2015,36,21,34,9,33,0.72,31
05-12-2015,72,52,72,18,62,1.51,15
06-12-2015,176,135,159,30,90,2.74,6
07-12-2015,233,182,201,28,90,3.5,5
08-12-2015,295,244,240,20,92,4.28,4
09-12-2015,297,246,17,32,93,3.6,5
10-12-2015,138,109,1,15,51,1.95,27
11-12-2015,57,39,45,12,56,1.22,18
12-12-2015,146,113,142,21,81,2.47,7
13-12-2015,203,160,187,35,94,3.67,5
14-12-2015,138,109,36,11,58,2.04,32
15-12-2015,26,6,9,3,13,0.39,51
16-12-2015,20,6,11,3,15,0.42,37
17-12-2015,66,47,62,15,53,1.36,13
18-12-2015,72,48,72,15,54,1.42,22
19-12-2015,162,122,152,28,83,3.04,8
20-12-2015,259,208,220,24,102,3.61,7
21-12-2015,280,229,234,23,104,3.98,8
22-12-2015,351,308,304,29,104,5.41,7
23-12-2015,303,254,291,20,99,4.69,17
24-12-2015,151,117,138,17,71,2.24,22
25-12-2015,468,463,464,12,135,6.97,7
26-12-2015,333,290,389,8,105,5.28,6
27-12-2015,65,47,31,11,51,1.11,14
28-12-2015,141,107,119,21,75,2.27,7
29-12-2015,310,263,303,32,114,4.16,6
30-12-2015,113,88,87,11,54,1.64,32
31-12-2015,86,58,83,15,67,1.67,14
01-11-2015,92,68,99,6,79,0.96,28
02-11-2015,102,75,115,7,79,1.42,18
03-11-2015,184,141,168,15,83,1.82,29
04-11-2015,250,199,221,14,101,1.95,13
05-11-2015,153,121,78,7,55,1.13,14
06-11-2015,29,20,1,2,27,0.57,29
07-11-2015,28,19,10,2,28,0.61,33
08-11-2015,77,56,47,3,43,0.92,21
09-11-2015,160,121,118,3,56,1.61,3
10-11-2015,166,125,79,3,54,1.56,3
11-11-2015,131,99,31,4,52,1.79,6
12-11-2015,190,147,97,5,58,2.43,2
13-11-2015,256,205,142,14,68,3.06,2
14-11-2015,309,258,172,16,79,3.56,5
15-11-2015,241,192,122,12,68,3.19,14
16-11-2015,78,57,43,8,50,1.46,8
17-11-2015,88,64,84,6,43,1.67,7
18-11-2015,88,64,83,8,47,1.2,3
19-11-2015,100,74,0,2,43,1.44,2
20-11-2015,97,72,0,9,44,2.49,2
21-11-2015,59,41,4,7,40,2.17,2
22-11-2015,69,49,2,6,37,1.02,19
23-11-2015,43,29,13,10,26,0.74,37
24-11-2015,57,41,30,8,45,0.99,23
25-11-2015,72,50,34,9,37,1.13,26
26-11-2015,52,33,43,10,34,0.8,38
27-11-2015,232,183,161,34,84,2.6,7
28-11-2015,303,252,237,41,99,3.76,7
29-11-2015,291,240,272,38,102,4.73,10
30-11-2015,364,339,337,23,121,5.71,7
01-10-2015,33,13,22,2,23,0.34,43
02-10-2015,58,27,66,3,44,0.6,37
03-10-2015,56,25,65,3,45,0.64,44
04-10-2015,136,103,145,8,72,1.26,47
05-10-2015,263,212,217,8,75,1.69,83
06-10-2015,335,281,189,7,77,1.93,94
07-10-2015,315,265,96,7,74,1.81,64
08-10-2015,31,9,25,2,20,0.3,41
09-10-2015,41,14,38,2,27,0.35,37
10-10-2015,23,7,18,2,13,0.27,43
11-10-2015,30,9,23,2,18,0.31,58
12-10-2015,36,14,35,3,40,0.45,38
13-10-2015,56,30,65,5,61,0.71,37
14-10-2015,124,93,131,14,88,1.83,29
15-10-2015,137,103,128,8,85,1.43,56
16-10-2015,237,191,211,12,103,1.96,71
17-10-2015,342,291,179,13,114,2.46,49
18-10-2015,79,53,44,6,43,0.84,33
19-10-2015,79,51,96,6,56,0.81,23
20-10-2015,103,75,112,8,64,1.4,6
21-10-2015,69,49,36,2,39,0.95,13
22-10-2015,43,29,33,2,40,0.71,13
23-10-2015,71,51,64,2,51,0.86,14
24-10-2015,77,55,73,5,50,1.06,22
25-10-2015,59,35,66,7,59,0.92,9
26-10-2015,61,30,47,2,28,0.51,34
27-10-2015,40,13,41,2,32,0.44,32
28-10-2015,19,6,16,2,18,0.3,41
29-10-2015,25,6,21,2,16,0.3,48
30-10-2015,41,20,44,3,41,0.61,22
31-10-2015,60,38,64,4,54,0.81,20
01-09-2015,27,9,13,2,17,0.5,45
02-09-2015,26,8,14,2,17,0.43,52
03-09-2015,39,13,25,2,18,0.48,70
04-09-2015,84,44,78,2,24,1.48,62
05-09-2015,40,16,11,2,20,0.66,74
06-09-2015,36,16,27,2,26,0.51,66
07-09-2015,51,23,41,2,35,0.65,68
08-09-2015,78,49,78,5,49,0.87,82
09-09-2015,55,35,52,2,40,0.73,51
10-09-2015,18,7,13,2,26,0.41,27
11-09-2015,22,7,11,2,23,0.38,42
12-09-2015,28,7,18,2,25,0.35,47
13-09-2015,47,17,47,2,41,0.54,54
14-09-2015,90,62,101,9,54,0.85,71
15-09-2015,135,102,126,13,56,1.14,97
16-09-2015,164,124,136,7,58,1.21,89
17-09-2015,194,146,163,8,61,1.27,91
18-09-2015,109,76,56,2,45,0.87,66
19-09-2015,33,15,32,2,47,0.48,22
20-09-2015,113,84,103,10,42,0.97,118
21-09-2015,130,98,130,15,63,1.2,81
22-09-2015,178,137,130,10,59,1.46,52
23-09-2015,44,29,37,2,41,0.69,51
24-09-2015,133,97,106,4,51,1.15,55
25-09-2015,41,19,25,2,35,0.54,41
26-09-2015,56,30,65,5,44,0.64,59
27-09-2015,72,46,79,3,54,0.75,58
28-09-2015,64,44,49,3,42,1.13,39
29-09-2015,60,43,31,2,42,1.11,11
30-09-2015,41,28,16,2,36,0.68,24
01-08-2015,88,65,77,2,44,1.22,53
02-08-2015,94,69,57,2,26,1.14,82
03-08-2015,91,64,44,3,30,1.09,46
04-08-2015,60,17,45,3,30,0.51,96
05-08-2015,98,62,95,3,39,0.96,84
06-08-2015,88,53,77,2,28,0.76,106
07-08-2015,132,92,107,3,32,1.07,98
08-08-2015,65,36,51,2,31,0.68,93
09-08-2015,98,52,78,2,34,0.78,117
10-08-2015,76,40,67,2,37,0.7,100
11-08-2015,140,91,121,5,35,1.42,122
12-08-2015,124,76,120,4,32,1.03,148
13-08-2015,170,119,160,6,38,1.24,158
14-08-2015,88,58,88,3,31,0.8,92
15-08-2015,57,22,48,3,33,0.56,84
16-08-2015,110,33,83,5,38,0.7,147
17-08-2015,131,78,176,7,38,1,127
18-08-2015,83,50,87,2,32,0.77,106
19-08-2015,75,49,63,2,35,0.75,89
20-08-2015,66,33,51,2,24,0.61,100
21-08-2015,55,12,31,2,22,0.43,99
22-08-2015,40,14,31,3,20,0.58,71
23-08-2015,44,23,35,3,21,0.82,67
24-08-2015,33,12,24,2,19,0.46,62
25-08-2015,33,13,23,2,21,0.46,58
26-08-2015,36,10,21,2,21,0.44,64
27-08-2015,32,9,22,2,22,0.44,61
28-08-2015,41,15,31,2,23,0.47,72
29-08-2015,70,26,47,2,20,0.6,117
30-08-2015,45,26,35,2,23,0.94,68
31-08-2015,39,25,26,2,23,0.7,55
01-07-2015,41,18,39,2,34,0.43,46
02-07-2015,29,8,20,4,29,0.33,47
03-07-2015,72,23,59,9,33,0.89,96
04-07-2015,61,32,59,5,44,0.72,58
05-07-2015,106,62,71,9,36,0.99,115
06-07-2015,119,68,75,10,33,1.1,130
07-07-2015,115,67,85,7,32,0.88,131
08-07-2015,173,126,132,7,34,1.15,129
09-07-2015,127,72,92,10,36,0.83,128
10-07-2015,96,49,82,8,32,0.68,120
11-07-2015,148,102,125,9,34,1.05,140
12-07-2015,170,107,158,5,46,0.92,146
13-07-2015,112,49,83,2,43,0.62,150
14-07-2015,103,35,65,4,30,0.6,149
15-07-2015,62,34,61,3,46,0.62,87
16-07-2015,54,36,47,2,29,0.67,80
17-07-2015,48,33,41,2,30,0.74,58
18-07-2015,72,48,31,2,25,0.78,94
19-07-2015,87,64,33,2,31,0.87,71
20-07-2015,111,83,48,2,31,0.88,66
21-07-2015,184,140,75,2,26,0.99,119
22-07-2015,95,60,40,2,31,0.68,94
23-07-2015,61,38,40,2,43,0.77,58
24-07-2015,80,46,72,2,43,0.84,71
25-07-2015,120,84,99,2,37,0.98,117
26-07-2015,145,101,119,3,30,0.97,127
27-07-2015,111,77,99,2,32,0.91,118
28-07-2015,76,47,39,2,26,0.75,102
29-07-2015,108,80,86,2,33,0.89,115
30-07-2015,68,42,48,2,26,0.89,83
31-07-2015,50,24,31,2,24,0.64,93
01-06-2015,128,87,166,14,46,1,138
02-06-2015,63,29,62,4,25,0.54,77
03-06-2015,79,32,100,6,35,0.52,85
04-06-2015,81,50,89,6,54,3.42,49
05-06-2015,71,48,51,5,45,6.82,41
06-06-2015,68,25,61,3,31,5.01,89
07-06-2015,42,13,32,3,29,2.59,53
08-06-2015,42,18,34,3,35,0.45,61
09-06-2015,82,48,86,14,49,1.07,98
10-06-2015,100,72,71,4,33,1.11,75
11-06-2015,42,20,25,2,21,0.56,65
12-06-2015,36,7,22,3,21,0.41,70
13-06-2015,46,11,26,3,18,0.44,88
14-06-2015,56,19,36,3,28,0.5,95
15-06-2015,130,84,120,15,39,1.24,144
16-06-2015,160,104,143,11,50,1.16,133
17-06-2015,79,41,65,2,34,0.75,111
18-06-2015,45,19,32,2,27,0.48,64
19-06-2015,35,14,33,2,24,0.5,50
20-06-2015,52,22,39,2,37,0.62,59
21-06-2015,94,41,73,4,39,0.62,127
22-06-2015,136,89,117,16,38,1.09,144
23-06-2015,234,181,178,15,39,1.66,151
24-06-2015,160,121,123,9,43,1.12,75
25-06-2015,164,124,111,6,50,1.05,70
26-06-2015,145,105,22,2,23,0.89,133
27-06-2015,124,88,51,4,32,0.83,101
28-06-2015,192,147,57,7,34,1.22,123
29-06-2015,154,118,39,5,41,1.09,52
