DATE,AQI,PM2.5,PM10,SO2,NO2,CO2,O3
26-07-2020,42,24,37,2,16,0.53,97
27-07-2020,76,55,37,2,19,0.76,69
28-07-2020,96,72,44,2,19,0.95,85
29-07-2020,76,55,51,3,17,0.86,109
30-07-2020,100,72,68,2,22,0.83,105
31-07-2020,62,42,54,3,21,0.72,96
01-06-2020,48,18,55,3,30,0.4,81
02-06-2020,56,22,69,2,25,0.35,96
03-06-2020,144,43,221,2,31,0.34,83
04-06-2020,42,8,41,3,20,0.28,78
05-06-2020,44,11,38,3,17,0.49,104
06-06-2020,62,21,55,5,25,0.63,119
07-06-2020,87,30,88,5,34,0.67,143
08-06-2020,101,57,119,4,31,0.65,141
09-06-2020,70,36,89,6,26,0.79,84
10-06-2020,87,54,67,2,20,0.81,116
11-06-2020,71,47,71,3,28,0.65,122
12-06-2020,74,30,53,2,22,0.58,150
13-06-2020,86,52,89,3,26,0.75,131
14-06-2020,35,6,24,2,12,0.22,101
15-06-2020,55,13,49,2,26,0.33,112
16-06-2020,93,34,107,11,30,0.86,147
17-06-2020,67,20,84,2,19,0.44,119
18-06-2020,59,23,58,2,20,0.49,114
19-06-2020,55,23,42,2,18,0.45,121
20-06-2020,77,36,77,3,18,0.58,147
21-06-2020,75,35,73,3,19,0.55,147
22-06-2020,83,49,83,3,21,0.71,144
23-06-2020,69,44,62,3,21,0.76,114
24-06-2020,34,19,28,2,14,0.45,98
25-06-2020,47,32,34,2,19,0.6,87
26-06-2020,41,27,31,2,17,0.55,100
27-06-2020,101,65,65,2,21,0.85,137
28-06-2020,89,57,54,2,17,0.88,137
29-06-2020,43,28,38,2,26,0.54,82
30-06-2020,38,15,25,2,16,0.38,103
01-05-2020,154,109,133,6,42,1.08,168
02-05-2020,86,55,83,3,20,0.61,138
03-05-2020,78,57,63,4,25,1.11,71
04-05-2020,52,35,51,4,26,0.77,33
05-05-2020,64,46,48,2,28,0.56,48
06-05-2020,97,72,65,3,30,0.72,100
07-05-2020,96,72,68,8,34,1.27,76
08-05-2020,57,41,21,2,19,1.01,68
09-05-2020,47,33,29,2,25,0.63,46
10-05-2020,53,19,60,2,17,0.4,51
11-05-2020,92,17,117,2,9,0.2,76
12-05-2020,87,17,125,2,13,0.25,82
13-05-2020,117,39,184,3,33,0.49,90
14-05-2020,77,36,94,4,24,0.53,117
15-05-2020,59,40,53,2,21,0.58,90
16-05-2020,62,41,58,2,25,0.63,59
17-05-2020,65,17,81,2,29,0.3,40
18-05-2020,41,10,45,2,12,0.2,62
19-05-2020,47,13,45,1,20,0.23,87
20-05-2020,49,18,43,3,19,0.4,116
21-05-2020,93,69,66,5,25,1.26,97
22-05-2020,66,45,35,2,19,0.82,87
23-05-2020,22,5,12,3,12,0.28,67
24-05-2020,29,8,19,2,18,0.29,82
25-05-2020,29,9,26,2,27,0.31,49
26-05-2020,28,9,18,2,17,0.24,75
27-05-2020,30,8,20,2,12,0.27,83
28-05-2020,69,36,60,4,32,0.68,105
29-05-2020,83,57,81,9,29,1.22,137
30-05-2020,86,55,76,5,22,0.95,118
31-05-2020,28,11,13,2,14,0.3,77
01-04-2020,29,8,19,2,10,0.19,73
02-04-2020,35,15,31,2,20,0.3,56
03-04-2020,38,14,36,2,23,0.3,58
04-04-2020,101,22,151,2,12,0.32,79
05-04-2020,69,29,88,4,28,0.43,61
06-04-2020,88,60,120,6,47,0.58,68
07-04-2020,83,48,105,5,36,0.58,60
08-04-2020,54,21,60,4,30,0.48,52
09-04-2020,52,33,48,3,18,0.45,74
10-04-2020,56,38,49,2,24,0.45,75
11-04-2020,42,21,38,2,19,0.31,75
12-04-2020,46,16,50,2,12,0.24,86
13-04-2020,58,25,67,2,32,0.42,64
14-04-2020,90,65,101,7,46,0.6,87
15-04-2020,85,62,95,6,31,0.52,101
16-04-2020,59,24,61,2,11,0.34,81
17-04-2020,43,22,40,2,13,0.43,104
18-04-2020,47,32,43,2,22,0.39,98
19-04-2020,59,40,55,2,22,0.41,100
20-04-2020,32,6,30,2,5,0.18,78
21-04-2020,30,6,30,2,4,0.13,67
22-04-2020,15,2,12,1,1,0.07,41
23-04-2020,26,6,20,2,8,0.16,73
24-04-2020,89,17,124,2,18,0.22,71
25-04-2020,49,10,58,2,5,0.2,88
26-04-2020,34,12,30,2,19,0.24,67
27-04-2020,59,41,63,3,29,0.68,85
28-04-2020,85,59,105,5,40,0.59,111
29-04-2020,94,59,118,8,26,0.63,145
30-04-2020,125,88,124,8,43,0.98,166
01-03-2020,39,23,21,2,19,0.88,43
02-03-2020,34,22,26,3,27,0.5,44
03-03-2020,33,16,21,2,9,0.32,66
04-03-2020,23,9,15,2,9,0.25,65
05-03-2020,51,36,46,4,26,0.48,49
06-03-2020,109,81,79,4,42,0.83,40
07-03-2020,85,62,44,2,20,0.66,63
08-03-2020,130,99,61,2,28,1,36
09-03-2020,72,53,33,2,23,0.76,39
10-03-2020,33,10,30,2,15,0.28,56
11-03-2020,43,27,48,3,42,0.52,31
12-03-2020,43,21,42,2,25,0.42,52
13-03-2020,29,9,21,2,12,0.3,67
14-03-2020,37,8,37,2,13,0.29,64
15-03-2020,34,6,31,2,11,0.24,71
16-03-2020,60,24,70,2,21,0.38,57
17-03-2020,54,30,60,2,34,0.47,54
18-03-2020,97,39,123,4,36,0.47,48
19-03-2020,44,7,45,2,8,0.23,79
20-03-2020,60,30,71,3,37,0.41,47
21-03-2020,70,26,92,8,22,0.53,70
22-03-2020,62,28,74,3,25,0.39,71
23-03-2020,52,28,57,3,32,0.43,59
24-03-2020,67,47,64,11,37,0.88,65
25-03-2020,156,118,112,10,53,1.04,77
26-03-2020,31,10,24,2,9,0.25,72
27-03-2020,26,4,21,2,8,0.23,68
28-03-2020,27,8,24,2,16,0.23,56
29-03-2020,66,43,69,6,36,0.51,53
30-03-2020,92,68,87,6,37,0.68,62
31-03-2020,88,65,77,3,29,0.5,69
01-02-2020,22,8,13,2,9,0.25,65
02-02-2020,49,32,34,2,11,0.43,54
03-02-2020,31,16,26,2,13,0.34,56
04-02-2020,24,11,18,2,12,0.29,54
05-02-2020,36,25,32,3,18,0.61,40
06-02-2020,58,41,36,3,23,0.98,33
07-02-2020,95,71,51,3,34,1.1,29
08-02-2020,80,59,48,3,30,0.85,43
09-02-2020,157,119,107,4,42,1.35,34
10-02-2020,164,124,103,3,50,1.42,39
11-02-2020,229,180,141,8,55,2.33,51
12-02-2020,255,205,144,4,48,2.32,64
13-02-2020,250,200,143,3,47,2.18,33
14-02-2020,77,56,36,2,18,0.91,43
15-02-2020,20,6,10,2,4,0.21,64
16-02-2020,21,3,8,2,4,0.2,67
17-02-2020,21,6,13,1,11,0.24,61
18-02-2020,25,16,22,2,32,0.48,35
19-02-2020,74,54,49,9,38,1.15,39
20-02-2020,143,109,75,6,29,1.43,49
21-02-2020,130,85,99,2,22,0.91,42
22-02-2020,23,7,16,2,10,0.23,70
23-02-2020,54,38,48,4,35,0.6,38
24-02-2020,85,61,86,8,39,0.98,35
25-02-2020,71,50,76,9,26,0.89,51
26-02-2020,52,36,46,5,22,0.55,54
27-02-2020,40,28,32,3,24,0.46,40
28-02-2020,69,51,49,2,21,0.54,39
29-02-2020,118,88,60,2,31,1.24,17
01-01-2020,52,33,54,6,48,0.79,9
02-01-2020,69,49,78,7,62,1.19,8
03-01-2020,69,49,71,7,63,1.19,13
04-01-2020,60,42,66,7,58,1.07,19
05-01-2020,86,63,79,7,65,1.39,5
06-01-2020,78,57,32,2,48,0.99,15
07-01-2020,21,12,18,3,21,0.39,54
08-01-2020,27,15,23,3,29,0.43,45
09-01-2020,47,33,37,5,49,0.73,22
10-01-2020,41,28,35,5,36,0.64,38
11-01-2020,20,10,19,3,23,0.36,45
12-01-2020,28,18,26,6,34,0.48,31
13-01-2020,21,10,20,4,17,0.37,52
14-01-2020,25,16,24,3,30,0.41,40
15-01-2020,64,46,55,6,56,0.88,12
16-01-2020,59,43,49,6,48,0.93,28
17-01-2020,91,67,75,11,65,1.43,12
18-01-2020,207,162,158,4,65,2.1,11
19-01-2020,59,29,69,2,24,0.53,54
20-01-2020,27,8,26,2,16,0.32,51
21-01-2020,59,42,55,6,42,0.84,23
22-01-2020,81,60,64,7,47,1,21
23-01-2020,74,54,61,5,37,0.94,39
24-01-2020,101,75,76,6,21,0.73,54
25-01-2020,186,142,158,9,32,0.96,43
26-01-2020,193,150,146,10,38,1.62,48
27-01-2020,209,160,138,10,37,1.83,55
28-01-2020,218,169,145,13,39,2.06,66
29-01-2020,101,76,55,7,27,1.13,57
30-01-2020,64,46,47,5,27,0.8,52
31-01-2020,64,44,47,4,27,0.79,51
01-12-2019,29,11,29,4,17,0.34,52
02-12-2019,26,9,24,2,22,0.33,41
03-12-2019,43,15,44,3,38,0.46,33
04-12-2019,33,12,31,3,35,0.44,38
05-12-2019,37,21,38,4,37,0.69,27
06-12-2019,69,48,65,4,57,0.87,9
07-12-2019,71,51,68,4,61,0.89,11
08-12-2019,181,139,139,2,75,1.68,2
09-12-2019,231,181,180,2,87,2.03,3
10-12-2019,136,103,115,3,52,1.48,24
11-12-2019,20,6,15,2,22,0.31,39
12-12-2019,35,18,35,3,45,0.57,20
13-12-2019,44,22,48,4,40,0.68,26
14-12-2019,28,13,26,3,43,0.45,22
15-12-2019,68,48,74,9,68,1.23,4
16-12-2019,92,68,51,2,66,1.3,1
17-12-2019,22,11,18,2,15,0.33,46
18-12-2019,28,18,26,2,36,0.48,25
19-12-2019,26,12,24,2,25,0.41,36
20-12-2019,33,18,32,3,46,0.57,16
21-12-2019,63,44,58,5,61,0.88,8
22-12-2019,84,62,77,6,68,1.14,7
23-12-2019,66,47,57,5,41,1,28
24-12-2019,109,82,76,4,55,1.33,8
25-12-2019,82,61,59,3,39,0.98,25
26-12-2019,43,15,45,2,31,0.43,32
27-12-2019,68,37,85,3,59,0.9,8
28-12-2019,102,75,117,9,71,1.59,6
29-12-2019,128,93,114,5,58,1.52,22
30-12-2019,35,7,35,2,9,0.32,49
31-12-2019,33,20,34,5,37,0.53,21
01-11-2019,60,26,69,5,52,0.81,18
02-11-2019,51,27,50,2,51,0.68,6
03-11-2019,53,32,46,3,33,0.59,18
04-11-2019,70,49,59,2,46,0.85,13
05-11-2019,67,44,59,3,43,0.79,20
06-11-2019,68,44,70,2,58,0.7,10
07-11-2019,47,25,50,2,38,0.52,25
08-11-2019,61,37,72,3,56,0.8,10
09-11-2019,111,80,93,2,65,1,8
10-11-2019,80,36,86,2,25,0.43,44
11-11-2019,48,16,51,2,41,0.48,25
12-11-2019,76,51,93,5,74,0.92,7
13-11-2019,50,9,59,2,13,0.23,51
14-11-2019,52,25,58,5,50,0.63,12
15-11-2019,64,35,78,6,52,0.92,9
16-11-2019,67,47,80,8,52,1.29,6
17-11-2019,137,55,185,5,37,0.93,22
18-11-2019,76,19,103,2,17,0.3,40
19-11-2019,53,19,61,2,31,0.37,32
20-11-2019,87,59,121,7,68,0.93,7
21-11-2019,118,89,157,8,77,1.59,3
22-11-2019,179,136,179,9,93,2.41,3
23-11-2019,183,138,143,6,72,1.65,16
24-11-2019,31,7,31,2,11,0.23,51
25-11-2019,28,12,28,3,31,0.37,20
26-11-2019,62,38,74,5,58,0.78,6
27-11-2019,25,7,21,2,24,0.29,39
28-11-2019,58,34,63,9,56,0.91,9
29-11-2019,79,57,77,7,64,1.04,3
30-11-2019,82,58,26,2,38,0.74,27
01-10-2019,73,51,80,3,23,0.76,94
02-10-2019,71,50,56,2,23,0.87,110
03-10-2019,85,56,75,2,23,0.78,128
04-10-2019,24,13,16,2,11,0.39,42
05-10-2019,16,6,6,2,17,0.28,43
06-10-2019,33,21,29,1,36,0.39,22
07-10-2019,55,39,27,2,35,0.56,31
08-10-2019,23,6,21,2,21,0.27,43
09-10-2019,52,32,56,3,44,0.57,35
10-10-2019,65,46,44,2,30,0.54,33
11-10-2019,69,43,56,4,44,0.74,15
12-10-2019,60,27,70,14,56,1.33,7
13-10-2019,48,23,53,4,45,0.98,8
14-10-2019,22,8,19,2,25,0.29,30
15-10-2019,31,15,31,2,38,0.42,21
16-10-2019,43,26,43,2,45,0.5,15
17-10-2019,74,53,53,2,51,0.8,2
18-10-2019,79,58,44,1,42,0.8,23
19-10-2019,160,121,84,2,57,1.21,16
20-10-2019,140,84,123,2,42,0.78,25
21-10-2019,47,16,52,2,43,0.52,21
22-10-2019,73,42,96,2,59,0.86,20
23-10-2019,103,77,120,3,67,1.07,39
24-10-2019,95,70,82,2,55,0.98,20
25-10-2019,21,7,18,2,22,0.3,38
26-10-2019,45,28,51,3,46,0.57,16
27-10-2019,71,52,78,3,57,0.78,15
28-10-2019,131,28,172,2,21,0.33,44
29-10-2019,63,30,81,3,52,0.6,19
30-10-2019,82,53,114,3,73,0.83,11
31-10-2019,66,37,85,3,59,0.95,25
31-10-2019,66,37,85,3,59,0.95,25
01-09-2019,54,19,51,2,31,0.43,96
02-09-2019,66,24,58,2,34,0.51,113
03-09-2019,86,47,83,2,39,0.67,142
04-09-2019,87,53,80,3,39,0.76,120
05-09-2019,81,44,71,2,33,0.65,129
06-09-2019,87,47,82,2,39,0.7,142
07-09-2019,87,45,74,2,36,0.68,140
08-09-2019,70,33,71,2,35,0.62,121
09-09-2019,93,66,95,6,31,1.36,132
10-09-2019,19,9,11,2,19,0.47,54
11-09-2019,27,15,26,4,32,0.75,26
12-09-2019,30,18,29,2,24,0.54,52
13-09-2019,39,22,23,2,21,0.51,46
14-09-2019,28,11,25,2,27,0.38,53
15-09-2019,49,26,52,2,37,0.54,64
16-09-2019,43,17,43,3,28,0.53,66
17-09-2019,54,29,60,2,31,0.65,72
18-09-2019,27,5,23,2,19,0.27,59
19-09-2019,54,22,59,2,42,0.55,45
20-09-2019,60,36,69,2,40,0.68,64
21-09-2019,85,57,78,5,37,1.09,102
22-09-2019,108,78,73,4,29,1.27,117
23-09-2019,52,30,40,2,35,0.65,72
24-09-2019,37,11,34,2,29,0.4,67
25-09-2019,55,22,52,2,36,0.62,89
26-09-2019,64,33,56,2,35,0.67,113
27-09-2019,77,52,56,2,28,0.86,100
28-09-2019,83,56,66,2,31,0.82,110
29-09-2019,86,57,72,2,31,0.82,117
30-09-2019,97,71,96,3,33,0.93,96
06-08-2019,68,44,40,2,23,0.72,79
07-08-2019,55,17,24,2,19,0.55,101
08-08-2019,73,30,43,2,26,0.67,104
09-08-2019,71,41,51,1,21,0.7,87
10-08-2019,39,21,25,2,24,0.61,69
11-08-2019,25,14,23,1,21,0.55,29
21-08-2019,48,30,29,4,26,0.58,55
22-08-2019,34,13,31,2,33,0.55,42
23-08-2019,33,10,31,2,34,0.55,39
24-08-2019,49,14,42,2,32,0.48,77
25-08-2019,52,23,51,2,29,0.62,90
26-08-2019,99,74,88,2,38,0.86,77
27-08-2019,52,31,32,2,31,0.53,54
28-08-2019,26,4,25,2,22,0.3,45
01-07-2019,41,8,27,1,23,0.29,76
02-07-2019,76,22,63,2,31,0.59,109
03-07-2019,69,21,37,2,25,0.51,120
04-07-2019,107,29,71,3,38,0.55,145
05-07-2019,62,27,50,1,31,0.57,93
06-07-2019,24,7,14,2,14,0.31,46
07-07-2019,35,11,21,2,15,0.4,75
12-07-2019,62,24,45,2,26,0.53,129
13-07-2019,89,57,78,3,27,0.89,153
14-07-2019,46,15,28,2,17,0.48,122
15-07-2019,91,53,69,2,26,0.83,146
16-07-2019,61,37,51,3,27,0.8,102
17-07-2019,60,43,36,2,25,0.68,50
18-07-2019,90,65,63,2,25,0.93,107
19-07-2019,79,57,62,2,30,0.87,71
20-07-2019,78,57,58,2,31,0.75,51
21-07-2019,101,65,68,2,26,0.8,114
22-07-2019,105,78,99,2,45,1.1,73
23-07-2019,51,25,26,2,16,0.62,116
24-07-2019,60,33,56,2,28,0.71,108
25-07-2019,53,23,52,2,35,0.57,81
26-07-2019,72,36,65,2,23,0.68,148
01-06-2019,72,28,72,4,38,0.47,96
02-06-2019,94,45,81,3,35,0.66,128
03-06-2019,75,26,52,2,24,0.51,127
04-06-2019,87,59,72,7,24,1.23,119
05-06-2019,73,45,61,2,30,0.89,89
06-06-2019,74,51,49,1,38,0.86,69
07-06-2019,88,58,41,1,19,0.69,119
08-06-2019,70,34,50,1,20,0.45,94
09-06-2019,40,5,18,2,15,0.27,78
10-06-2019,68,26,53,2,26,0.52,98
11-06-2019,79,49,64,2,25,0.96,92
14-06-2019,47,14,42,2,26,0.39,130
15-06-2019,59,21,52,5,26,0.7,108
17-06-2019,73,49,49,2,30,0.87,75
18-06-2019,104,61,64,2,29,0.81,147
19-06-2019,105,73,90,6,20,1.21,166
20-06-2019,102,61,79,3,30,0.82,133
25-06-2019,118,46,99,6,29,0.8,169
26-06-2019,107,42,83,5,24,0.83,156
27-06-2019,105,47,76,4,26,0.81,142
28-06-2019,72,25,41,2,16,0.6,129
29-06-2019,52,14,31,1,15,0.37,95
30-06-2019,36,4,17,2,11,0.29,73
01-05-2019,42,12,36,2,25,0.26,71
02-05-2019,59,22,57,2,35,0.34,82
03-05-2019,82,50,91,6,42,0.57,97
04-05-2019,90,49,86,6,27,0.5,122
05-05-2019,56,21,54,1,14,0.24,81
06-05-2019,43,17,37,2,23,0.28,73
07-05-2019,52,22,50,2,30,0.3,76
08-05-2019,68,43,82,4,43,0.47,70
09-05-2019,66,37,67,2,36,0.46,83
10-05-2019,94,51,99,5,46,0.64,97
11-05-2019,117,70,99,5,38,0.84,123
12-05-2019,166,87,178,4,26,0.82,80
13-05-2019,58,18,66,2,19,0.27,72
14-05-2019,85,52,116,6,44,0.6,92
15-05-2019,133,94,208,8,48,1.09,117
16-05-2019,111,68,138,3,36,0.74,121
17-05-2019,124,83,122,2,33,0.87,105
18-05-2019,56,36,48,2,25,0.61,58
19-05-2019,64,30,67,2,14,0.34,66
20-05-2019,48,12,46,1,15,0.25,73
21-05-2019,44,12,37,1,32,0.33,68
22-05-2019,58,19,55,1,48,0.51,74
23-05-2019,105,26,68,3,43,0.58,152
24-05-2019,99,44,107,5,51,0.72,123
25-05-2019,115,47,111,5,40,0.67,144
26-05-2019,65,36,62,3,24,0.83,75
27-05-2019,44,5,13,2,10,0.19,83
28-05-2019,46,11,33,2,29,0.29,80
29-05-2019,74,20,49,2,32,0.38,120
30-05-2019,60,19,53,3,22,0.36,94
31-05-2019,37,9,29,2,21,0.25,69
01-04-2019,39,11,37,1,27,0.34,58
02-04-2019,57,27,65,5,37,0.57,51
03-04-2019,80,56,86,7,47,0.69,72
04-04-2019,106,70,124,6,52,0.65,74
05-04-2019,210,38,282,3,22,0.32,66
06-04-2019,137,39,222,5,33,0.53,57
07-04-2019,76,39,101,7,38,0.59,64
08-04-2019,62,31,74,11,34,0.88,55
09-04-2019,38,22,30,2,20,0.48,57
10-04-2019,44,24,29,2,25,0.38,62
11-04-2019,64,45,63,1,36,0.43,63
12-04-2019,82,59,81,3,38,0.52,66
13-04-2019,118,82,95,3,36,0.57,63
14-04-2019,56,16,62,1,22,0.28,77
15-04-2019,76,43,95,5,40,0.45,65
16-04-2019,98,68,107,6,34,0.54,100
17-04-2019,141,106,134,8,51,0.97,103
18-04-2019,124,40,162,2,19,0.4,84
19-04-2019,62,20,72,2,25,0.4,68
20-04-2019,56,36,49,1,39,0.5,30
21-04-2019,112,59,163,4,40,0.8,55
22-04-2019,127,92,136,3,41,0.88,100
23-04-2019,127,95,100,1,28,0.72,68
24-04-2019,66,45,35,1,26,0.6,39
25-04-2019,38,8,18,2,14,0.23,77
26-04-2019,44,18,28,2,16,0.28,84
27-04-2019,56,37,39,2,25,0.41,57
28-04-2019,64,46,24,2,22,0.47,61
29-04-2019,135,101,48,2,34,0.84,68
30-04-2019,94,38,100,1,23,0.41,67
01-03-2019,150,114,131,8,58,1.12,57
02-03-2019,235,185,122,8,66,1.41,71
03-03-2019,212,161,132,9,60,1.35,67
04-03-2019,141,106,69,5,51,1.04,59
05-03-2019,126,85,81,4,42,0.91,54
06-03-2019,37,7,19,1,14,0.29,71
07-03-2019,37,17,36,3,34,0.45,52
08-03-2019,81,56,100,8,55,0.74,44
09-03-2019,111,83,121,8,60,0.82,39
10-03-2019,144,109,66,4,52,0.97,41
11-03-2019,51,24,24,2,24,0.46,53
12-03-2019,36,4,25,1,9,0.25,69
13-03-2019,34,7,29,1,20,0.3,58
14-03-2019,39,6,38,2,21,0.3,58
15-03-2019,50,9,48,1,14,0.25,70
16-03-2019,56,22,63,3,36,0.49,42
17-03-2019,75,46,94,6,48,0.67,53
18-03-2019,130,98,140,9,69,0.84,57
19-03-2019,168,126,170,8,74,0.98,70
20-03-2019,93,65,100,5,38,0.66,62
21-03-2019,38,5,25,1,8,0.26,70
22-03-2019,35,7,30,1,17,0.25,59
23-03-2019,41,10,31,2,11,0.26,72
24-03-2019,68,34,83,5,40,0.43,45
25-03-2019,54,22,61,2,37,0.45,54
26-03-2019,84,43,115,9,42,0.76,55
27-03-2019,103,66,133,6,51,0.96,47
28-03-2019,59,24,67,6,27,0.55,53
29-03-2019,73,22,92,3,30,0.41,47
30-03-2019,36,4,24,1,7,0.24,70
31-03-2019,33,8,29,1,23,0.32,54
01-02-2019,67,40,81,6,45,0.89,27
02-02-2019,138,103,134,7,53,1.39,17
03-02-2019,115,43,159,2,14,0.45,57
04-02-2019,77,41,99,5,24,0.8,43
05-02-2019,153,97,221,9,25,0.88,35
06-02-2019,83,55,110,13,22,1.12,39
07-02-2019,35,7,28,2,8,0.32,61
08-02-2019,43,24,44,5,18,0.45,52
09-02-2019,31,8,19,3,11,0.33,56
10-02-2019,39,24,34,5,21,0.5,41
11-02-2019,55,36,51,7,28,0.72,39
12-02-2019,49,28,51,6,23,0.75,39
13-02-2019,39,21,31,2,21,0.54,44
14-02-2019,70,50,45,4,30,0.9,31
15-02-2019,35,10,18,2,9,0.32,61
16-02-2019,32,7,18,2,11,0.33,63
17-02-2019,33,12,21,3,21,0.41,55
18-02-2019,42,28,38,6,44,0.69,32
19-02-2019,115,86,44,4,36,0.96,42
20-02-2019,58,38,38,4,28,0.58,59
21-02-2019,120,90,64,5,49,1.1,45
22-02-2019,131,100,55,5,57,1.28,32
23-02-2019,168,128,36,8,63,1.55,47
24-02-2019,110,80,14,4,46,0.96,48
25-02-2019,70,49,63,8,46,0.94,39
26-02-2019,71,50,77,9,56,0.91,27
27-02-2019,118,89,99,7,57,1.06,43
28-02-2019,106,75,104,6,51,0.9,50
01-01-2019,53,35,52,8,42,0.82,22
02-01-2019,65,45,61,10,50,0.94,19
03-01-2019,163,123,137,20,79,1.85,6
04-01-2019,49,22,44,5,27,0.54,46
05-01-2019,31,13,30,7,33,0.51,35
06-01-2019,85,60,91,11,67,1.2,8
07-01-2019,57,34,56,8,42,0.8,30
08-01-2019,31,9,27,3,24,0.39,45
09-01-2019,59,37,63,10,55,0.83,15
10-01-2019,104,77,112,13,76,1.47,7
11-01-2019,136,103,129,15,78,1.71,9
12-01-2019,241,199,215,13,97,2.47,7
13-01-2019,159,130,139,5,60,1.56,28
14-01-2019,154,106,142,7,71,1.57,19
15-01-2019,54,7,60,3,15,0.36,49
16-01-2019,60,35,68,9,54,0.81,17
17-01-2019,66,42,74,12,58,1.01,15
18-01-2019,86,63,105,14,72,1.39,10
19-01-2019,34,11,33,5,23,0.4,45
20-01-2019,34,9,31,2,19,0.34,54
21-01-2019,53,22,59,6,41,0.57,35
22-01-2019,60,26,69,6,48,0.76,28
23-01-2019,47,22,51,5,44,0.66,31
24-01-2019,80,58,75,10,50,1.15,22
25-01-2019,35,11,34,3,20,0.41,48
26-01-2019,35,21,35,4,31,0.55,37
27-01-2019,90,50,102,9,44,0.88,29
28-01-2019,52,29,54,5,29,0.55,46
29-01-2019,135,102,134,15,71,1.42,13
30-01-2019,74,31,79,5,24,0.6,48
31-01-2019,33,11,22,4,16,0.43,49
01-12-2018,165,126,199,9,81,1.92,12
02-12-2018,233,182,242,7,86,2.58,3
03-12-2018,193,66,266,2,21,0.52,45
04-12-2018,61,15,71,2,22,0.36,38
05-12-2018,75,36,98,8,56,1.01,5
06-12-2018,37,9,38,2,15,0.36,46
07-12-2018,36,5,36,2,11,0.32,49
08-12-2018,38,8,35,3,19,0.32,47
09-12-2018,62,38,69,8,55,0.86,13
10-12-2018,78,56,88,11,63,1.1,8
11-12-2018,53,22,55,6,31,0.57,32
12-12-2018,54,27,59,7,52,0.76,17
13-12-2018,41,13,41,4,35,0.48,34
14-12-2018,71,45,73,9,62,0.93,12
15-12-2018,118,88,115,13,82,1.51,6
16-12-2018,101,66,108,7,58,1.27,29
17-12-2018,53,26,57,5,44,0.62,36
18-12-2018,52,26,56,5,48,0.74,26
19-12-2018,60,31,69,7,58,0.94,12
20-12-2018,81,53,93,9,71,1.17,5
21-12-2018,89,60,109,11,58,1.24,25
28-12-2018,41,8,41,4,15,0.36,42
29-12-2018,28,9,27,4,24,0.43,38
30-12-2018,31,13,30,4,34,0.49,27
31-12-2018,56,36,60,8,53,0.91,10
01-11-2018,70,43,71,5,59,0.94,23
02-11-2018,151,113,130,7,92,1.48,17
03-11-2018,210,160,157,7,87,1.68,34
04-11-2018,107,81,57,2,48,0.85,17
05-11-2018,29,18,26,2,35,0.45,17
06-11-2018,33,14,32,2,38,0.48,19
07-11-2018,52,26,53,3,48,0.69,10
08-11-2018,91,66,98,6,70,1.1,6
09-11-2018,63,34,63,3,40,0.66,32
10-11-2018,37,12,37,2,36,0.38,24
11-11-2018,70,44,78,4,54,0.73,22
12-11-2018,126,94,117,5,71,1.15,15
13-11-2018,222,175,110,5,78,1.69,15
14-11-2018,274,223,51,4,75,2.24,15
15-11-2018,92,65,17,2,32,0.87,30
16-11-2018,33,12,27,3,27,0.38,37
17-11-2018,67,41,77,6,58,0.79,10
18-11-2018,67,31,78,5,40,0.68,30
19-11-2018,77,43,93,9,62,1.01,10
20-11-2018,71,39,85,7,50,0.83,23
21-11-2018,44,19,47,3,30,0.49,33
22-11-2018,56,26,61,6,47,0.7,18
23-11-2018,92,67,103,12,61,1.38,6
24-11-2018,118,87,107,9,59,1.18,21
25-11-2018,117,87,113,7,69,1.3,11
26-11-2018,252,204,233,10,101,2.25,6
27-11-2018,192,56,282,2,30,0.51,40
28-11-2018,115,54,179,14,65,1.25,7
29-11-2018,104,56,156,13,63,1.51,8
30-11-2018,120,87,177,11,80,1.89,7
01-10-2018,31,7,19,3,17,0.3,59
02-10-2018,32,10,27,2,31,0.4,45
03-10-2018,37,11,32,3,38,0.44,44
04-10-2018,67,41,70,7,51,0.96,69
05-10-2018,105,78,94,7,52,1.2,66
06-10-2018,33,9,22,2,17,0.3,54
07-10-2018,35,9,34,2,35,0.34,34
08-10-2018,39,9,34,2,33,0.36,42
09-10-2018,23,3,14,2,12,0.22,43
10-10-2018,25,5,22,2,23,0.3,31
11-10-2018,32,9,29,2,32,0.32,33
12-10-2018,63,33,71,3,54,0.56,33
13-10-2018,107,80,103,6,69,0.97,44
14-10-2018,179,136,147,4,73,1.22,52
15-10-2018,200,152,122,4,67,1.41,33
16-10-2018,82,60,21,2,34,0.86,45
17-10-2018,54,32,38,2,39,0.65,28
18-10-2018,49,28,48,2,49,0.57,32
19-10-2018,60,41,56,3,54,0.64,40
20-10-2018,86,63,77,4,64,0.82,39
21-10-2018,144,108,118,6,80,1.27,26
22-10-2018,168,121,86,4,58,1.21,33
23-10-2018,38,13,40,2,31,0.36,34
24-10-2018,70,40,88,3,61,0.77,20
25-10-2018,112,80,118,7,72,1.37,16
26-10-2018,45,4,46,2,9,0.21,52
27-10-2018,34,9,31,3,24,0.28,42
28-10-2018,37,4,27,2,9,0.2,65
29-10-2018,24,4,18,2,18,0.25,46
30-10-2018,33,10,31,2,36,0.42,32
31-10-2018,48,21,51,4,46,0.73,21
